Element Type: DimNode 0, GUID: 8C17BCB1-3B85-40B6-A9CF-59D1E73910C0, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-90.31, -24.85, 0.00), (-90.29, -24.84, 0.00)], Position: (-90.30, -24.85), Info String: Dim Node 0
Element Type: DimText 416, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 416 Bounding Box: [(-2.17, -20.82, 0.00), (-1.67, -20.32, 0.00)], Text: 540, Position: (-2.17, -20.82), Info String: Dim Text 416
Element Type: DimText 417, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 417 Bounding Box: [(0.48, -20.82, 0.00), (0.98, -20.32, 0.00)], Text: 10, Position: (0.48, -20.82), Info String: Dim Text 417
Element Type: DimText 418, GUID: B7B73D1F-2BF6-41A0-8D03-DA961D7B5C5A, DimText 418 Bounding Box: [(1.04, -20.82, 0.00), (1.54, -20.32, 0.00)], Text: 70, Position: (1.04, -20.82), Info String: Dim Text 418
Element Type: DimText 419, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 419 Bounding Box: [(-57.63, -28.05, 0.00), (-57.13, -27.55, 0.00)], Text: 0, Position: (-57.63, -28.05), Info String: Dim Text 419
Element Type: DimText 420, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 420 Bounding Box: [(-57.63, -27.86, 0.00), (-57.13, -27.36, 0.00)], Text: 50, Position: (-57.63, -27.86), Info String: Dim Text 420
Element Type: DimText 421, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 421 Bounding Box: [(-57.63, -26.80, 0.00), (-57.13, -26.30, 0.00)], Text: 170, Position: (-57.63, -26.80), Info String: Dim Text 421
Element Type: DimText 422, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 422 Bounding Box: [(-57.63, -26.05, 0.00), (-57.13, -25.55, 0.00)], Text: 20, Position: (-57.63, -26.05), Info String: Dim Text 422
Element Type: DimText 423, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 423 Bounding Box: [(-57.63, -24.09, 0.00), (-57.13, -23.59, 0.00)], Text: 335, Position: (-57.63, -24.09), Info String: Dim Text 423
Element Type: DimText 424, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 424 Bounding Box: [(-57.63, -22.47, 0.00), (-57.13, -21.97, 0.00)], Text: 10, Position: (-57.63, -22.47), Info String: Dim Text 424
Element Type: DimText 425, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 425 Bounding Box: [(-57.63, -20.59, 0.00), (-57.13, -20.09, 0.00)], Text: 345, Position: (-57.63, -20.59), Info String: Dim Text 425
Element Type: DimText 426, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 426 Bounding Box: [(-57.63, -18.95, 0.00), (-57.13, -18.45, 0.00)], Text: 20, Position: (-57.63, -18.95), Info String: Dim Text 426
Element Type: DimText 427, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 427 Bounding Box: [(-57.63, -18.00, 0.00), (-57.13, -17.50, 0.00)], Text: 130, Position: (-57.63, -18.00), Info String: Dim Text 427
Element Type: DimText 428, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 428 Bounding Box: [(-57.63, -17.45, 0.00), (-57.13, -16.95, 0.00)], Text: 20, Position: (-57.63, -17.45), Info String: Dim Text 428
Element Type: DimText 429, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 429 Bounding Box: [(-57.63, -16.52, 0.00), (-57.13, -16.02, 0.00)], Text: 125, Position: (-57.63, -16.52), Info String: Dim Text 429
Element Type: DimText 430, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 430 Bounding Box: [(-57.63, -15.97, 0.00), (-57.13, -15.47, 0.00)], Text: 15, Position: (-57.63, -15.97), Info String: Dim Text 430
Element Type: DimText 431, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 431 Bounding Box: [(-57.63, -13.01, 0.00), (-57.13, -12.51, 0.00)], Text: 550, Position: (-57.63, -13.01), Info String: Dim Text 431
Element Type: DimText 432, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 432 Bounding Box: [(-57.63, -10.32, 0.00), (-57.13, -9.82, 0.00)], Text: 15, Position: (-57.63, -10.32), Info String: Dim Text 432
Element Type: DimText 433, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 433 Bounding Box: [(-57.63, -8.79, 0.00), (-57.13, -8.29, 0.00)], Text: 265, Position: (-57.63, -8.79), Info String: Dim Text 433
Element Type: DimText 434, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 434 Bounding Box: [(-57.63, -7.55, 0.00), (-57.13, -7.05, 0.00)], Text: 20, Position: (-57.63, -7.55), Info String: Dim Text 434
Element Type: DimText 435, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 435 Bounding Box: [(-57.63, -3.70, 0.00), (-57.13, -3.20, 0.00)], Text: 710, Position: (-57.63, -3.70), Info String: Dim Text 435
Element Type: DimText 436, GUID: 1BFE4691-92AE-4A6A-984B-C862548BE1DE, DimText 436 Bounding Box: [(-57.63, 3.09, 0.00), (-57.13, 3.59, 0.00)], Text: 650, Position: (-57.63, 3.09), Info String: Dim Text 436
Element Type: DimText 437, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 437 Bounding Box: [(-70.35, -27.35, 0.00), (-69.85, -26.85, 0.00)], Text: 0, Position: (-70.35, -27.35), Info String: Dim Text 437
Element Type: DimText 438, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 438 Bounding Box: [(-70.35, -27.55, 0.00), (-69.85, -27.05, 0.00)], Text: 20, Position: (-70.35, -27.55), Info String: Dim Text 438
Element Type: DimText 439, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 439 Bounding Box: [(-70.35, -26.60, 0.00), (-69.85, -26.10, 0.00)], Text: 130, Position: (-70.35, -26.60), Info String: Dim Text 439
Element Type: DimText 440, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 440 Bounding Box: [(-70.35, -26.05, 0.00), (-69.85, -25.55, 0.00)], Text: 20, Position: (-70.35, -26.05), Info String: Dim Text 440
Element Type: DimText 441, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 441 Bounding Box: [(-70.35, -23.86, 0.00), (-69.85, -23.36, 0.00)], Text: 380, Position: (-70.35, -23.86), Info String: Dim Text 441
Element Type: DimText 442, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 442 Bounding Box: [(-70.35, -22.02, 0.00), (-69.85, -21.52, 0.00)], Text: 10, Position: (-70.35, -22.02), Info String: Dim Text 442
Element Type: DimText 443, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 443 Bounding Box: [(-70.35, -21.28, 0.00), (-69.85, -20.78, 0.00)], Text: 110, Position: (-70.35, -21.28), Info String: Dim Text 443
Element Type: DimText 444, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 444 Bounding Box: [(-70.35, -20.82, 0.00), (-69.85, -20.32, 0.00)], Text: 10, Position: (-70.35, -20.82), Info String: Dim Text 444
Element Type: DimText 445, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 445 Bounding Box: [(-70.35, -19.75, 0.00), (-69.85, -19.25, 0.00)], Text: 180, Position: (-70.35, -19.75), Info String: Dim Text 445
Element Type: DimText 446, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 446 Bounding Box: [(-70.35, -18.95, 0.00), (-69.85, -18.45, 0.00)], Text: 20, Position: (-70.35, -18.95), Info String: Dim Text 446
Element Type: DimText 447, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 447 Bounding Box: [(-70.35, -18.00, 0.00), (-69.85, -17.50, 0.00)], Text: 130, Position: (-70.35, -18.00), Info String: Dim Text 447
Element Type: DimText 448, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 448 Bounding Box: [(-70.35, -17.45, 0.00), (-69.85, -16.95, 0.00)], Text: 20, Position: (-70.35, -17.45), Info String: Dim Text 448
Element Type: DimText 449, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 449 Bounding Box: [(-70.35, -15.31, 0.00), (-69.85, -14.81, 0.00)], Text: 370, Position: (-70.35, -15.31), Info String: Dim Text 449
Element Type: DimText 450, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 450 Bounding Box: [(-70.35, -13.52, 0.00), (-69.85, -13.02, 0.00)], Text: 10, Position: (-70.35, -13.52), Info String: Dim Text 450
Element Type: DimText 451, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 451 Bounding Box: [(-70.35, -12.27, 0.00), (-69.85, -11.77, 0.00)], Text: 215, Position: (-70.35, -12.27), Info String: Dim Text 451
Element Type: DimText 452, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 452 Bounding Box: [(-70.35, -11.30, 0.00), (-69.85, -10.80, 0.00)], Text: 20, Position: (-70.35, -11.30), Info String: Dim Text 452
Element Type: DimText 453, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 453 Bounding Box: [(-70.35, -9.92, 0.00), (-69.85, -9.42, 0.00)], Text: 215, Position: (-70.35, -9.92), Info String: Dim Text 453
Element Type: DimText 454, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 454 Bounding Box: [(-70.35, -8.92, 0.00), (-69.85, -8.42, 0.00)], Text: 10, Position: (-70.35, -8.92), Info String: Dim Text 454
Element Type: DimText 455, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 455 Bounding Box: [(-70.35, -8.10, 0.00), (-69.85, -7.60, 0.00)], Text: 130, Position: (-70.35, -8.10), Info String: Dim Text 455
Element Type: DimText 456, GUID: 74526BF0-5AD7-4113-A99E-77531C47449A, DimText 456 Bounding Box: [(-70.35, -7.55, 0.00), (-69.85, -7.05, 0.00)], Text: 20, Position: (-70.35, -7.55), Info String: Dim Text 456
Element Type: DimText 457, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 457 Bounding Box: [(-19.90, -27.55, 0.00), (-19.40, -27.05, 0.00)], Text: 0, Position: (-19.90, -27.55), Info String: Dim Text 457
Element Type: DimText 458, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 458 Bounding Box: [(-19.90, -27.75, 0.00), (-19.40, -27.25, 0.00)], Text: 20, Position: (-19.90, -27.75), Info String: Dim Text 458
Element Type: DimText 459, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 459 Bounding Box: [(-19.90, -27.06, 0.00), (-19.40, -26.56, 0.00)], Text: 20, Position: (-19.90, -27.06), Info String: Dim Text 459
Element Type: DimText 460, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 460 Bounding Box: [(-19.90, -24.61, 0.00), (-19.40, -24.11, 0.00)], Text: 530, Position: (-19.90, -24.61), Info String: Dim Text 460
Element Type: DimText 461, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 461 Bounding Box: [(-19.90, -22.02, 0.00), (-19.40, -21.52, 0.00)], Text: 10, Position: (-19.90, -22.02), Info String: Dim Text 461
Element Type: DimText 462, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 462 Bounding Box: [(-19.90, -21.28, 0.00), (-19.40, -20.78, 0.00)], Text: 110, Position: (-19.90, -21.28), Info String: Dim Text 462
Element Type: DimText 463, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 463 Bounding Box: [(-19.90, -20.82, 0.00), (-19.40, -20.32, 0.00)], Text: 10, Position: (-19.90, -20.82), Info String: Dim Text 463
Element Type: DimText 464, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 464 Bounding Box: [(-19.90, -19.85, 0.00), (-19.40, -19.35, 0.00)], Text: 160, Position: (-19.90, -19.85), Info String: Dim Text 464
Element Type: DimText 465, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 465 Bounding Box: [(-19.90, -18.81, 0.00), (-19.40, -18.31, 0.00)], Text: 40, Position: (-19.90, -18.81), Info String: Dim Text 465
Element Type: DimText 466, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 466 Bounding Box: [(-19.94, -17.69, 0.00), (-19.44, -17.19, 0.00)], Text: 130, Position: (-19.94, -17.69), Info String: Dim Text 466
Element Type: DimText 467, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 467 Bounding Box: [(-19.90, -17.16, 0.00), (-19.40, -16.66, 0.00)], Text: 30, Position: (-19.90, -17.16), Info String: Dim Text 467
Element Type: DimText 468, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 468 Bounding Box: [(-19.90, -13.06, 0.00), (-19.40, -12.56, 0.00)], Text: 800, Position: (-19.90, -13.06), Info String: Dim Text 468
Element Type: DimText 469, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 469 Bounding Box: [(-19.90, -8.86, 0.00), (-19.40, -8.36, 0.00)], Text: 30, Position: (-19.90, -8.86), Info String: Dim Text 469
Element Type: DimText 470, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 470 Bounding Box: [(-19.90, -8.10, 0.00), (-19.40, -7.60, 0.00)], Text: 130, Position: (-19.90, -8.10), Info String: Dim Text 470
Element Type: DimText 471, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 471 Bounding Box: [(-19.90, -7.21, 0.00), (-19.40, -6.71, 0.00)], Text: 40, Position: (-19.90, -7.21), Info String: Dim Text 471
Element Type: DimText 472, GUID: E00250CC-76AD-4460-88E8-12293661F19C, DimText 472 Bounding Box: [(-19.90, -3.61, 0.00), (-19.40, -3.11, 0.00)], Text: 690, Position: (-19.90, -3.61), Info String: Dim Text 472
Element Type: DimText 473, GUID: 06DCC876-F309-4724-A79A-B931C5B4CDEA, DimText 473 Bounding Box: [(-5.48, -28.05, 0.00), (-4.98, -27.55, 0.00)], Text: 0, Position: (-5.48, -28.05), Info String: Dim Text 473
Element Type: DimText 474, GUID: 06DCC876-F309-4724-A79A-B931C5B4CDEA, DimText 474 Bounding Box: [(-5.48, -27.86, 0.00), (-4.98, -27.36, 0.00)], Text: 50, Position: (-5.48, -27.86), Info String: Dim Text 474
Element Type: DimText 475, GUID: 06DCC876-F309-4724-A79A-B931C5B4CDEA, DimText 475 Bounding Box: [(-5.48, -26.80, 0.00), (-4.98, -26.30, 0.00)], Text: 170, Position: (-5.48, -26.80), Info String: Dim Text 475
Element Type: DimText 476, GUID: 06DCC876-F309-4724-A79A-B931C5B4CDEA, DimText 476 Bounding Box: [(-5.48, -26.05, 0.00), (-4.98, -25.55, 0.00)], Text: 20, Position: (-5.48, -26.05), Info String: Dim Text 476
Element Type: DimText 477, GUID: 06DCC876-F309-4724-A79A-B931C5B4CDEA, DimText 477 Bounding Box: [(-5.48, -23.77, 0.00), (-4.98, -23.27, 0.00)], Text: 400, Position: (-5.48, -23.77), Info String: Dim Text 477
Element Type: DimText 478, GUID: 06DCC876-F309-4724-A79A-B931C5B4CDEA, DimText 478 Bounding Box: [(-5.48, -21.82, 0.00), (-4.98, -21.32, 0.00)], Text: 10, Position: (-5.48, -21.82), Info String: Dim Text 478
Element Type: DimText 479, GUID: 06DCC876-F309-4724-A79A-B931C5B4CDEA, DimText 479 Bounding Box: [(-5.48, -19.01, 0.00), (-4.98, -18.51, 0.00)], Text: 530, Position: (-5.48, -19.01), Info String: Dim Text 479
Element Type: DimText 480, GUID: 06DCC876-F309-4724-A79A-B931C5B4CDEA, DimText 480 Bounding Box: [(-5.48, -16.45, 0.00), (-4.98, -15.95, 0.00)], Text: 20, Position: (-5.48, -16.45), Info String: Dim Text 480
Element Type: DimText 481, GUID: 06DCC876-F309-4724-A79A-B931C5B4CDEA, DimText 481 Bounding Box: [(-5.48, -8.22, 0.00), (-4.98, -7.72, 0.00)], Text: 1,600, Position: (-5.48, -8.22), Info String: Dim Text 481
Element Type: DimText 482, GUID: 667D4AD2-5162-4C86-9041-6E94CE90B583, DimText 482 Bounding Box: [(-90.35, -32.24, 0.00), (-89.85, -31.74, 0.00)], Text: 0, Position: (-90.35, -32.24), Info String: Dim Text 482
Element Type: DimText 483, GUID: 667D4AD2-5162-4C86-9041-6E94CE90B583, DimText 483 Bounding Box: [(-76.89, -32.24, 0.00), (-76.39, -31.74, 0.00)], Text: 2,730, Position: (-76.89, -32.24), Info String: Dim Text 483
Element Type: DimText 484, GUID: 667D4AD2-5162-4C86-9041-6E94CE90B583, DimText 484 Bounding Box: [(-63.22, -32.24, 0.00), (-62.72, -31.74, 0.00)], Text: 10, Position: (-63.22, -32.24), Info String: Dim Text 484
Element Type: DimText 485, GUID: 667D4AD2-5162-4C86-9041-6E94CE90B583, DimText 485 Bounding Box: [(-44.64, -32.24, 0.00), (-44.14, -31.74, 0.00)], Text: 3,700, Position: (-44.64, -32.24), Info String: Dim Text 485
Element Type: DimText 486, GUID: 667D4AD2-5162-4C86-9041-6E94CE90B583, DimText 486 Bounding Box: [(-26.12, -32.24, 0.00), (-25.62, -31.74, 0.00)], Text: 10, Position: (-26.12, -32.24), Info String: Dim Text 486
Element Type: DimText 487, GUID: 667D4AD2-5162-4C86-9041-6E94CE90B583, DimText 487 Bounding Box: [(-12.39, -32.24, 0.00), (-11.89, -31.74, 0.00)], Text: 2,730, Position: (-12.39, -32.24), Info String: Dim Text 487
Element Type: DimText 488, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 488 Bounding Box: [(-90.35, -31.64, 0.00), (-89.85, -31.14, 0.00)], Text: 0, Position: (-90.35, -31.64), Info String: Dim Text 488
Element Type: DimText 489, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 489 Bounding Box: [(-90.06, -31.64, 0.00), (-89.56, -31.14, 0.00)], Text: 70, Position: (-90.06, -31.64), Info String: Dim Text 489
Element Type: DimText 490, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 490 Bounding Box: [(-86.11, -31.64, 0.00), (-85.61, -31.14, 0.00)], Text: 730, Position: (-86.11, -31.64), Info String: Dim Text 490
Element Type: DimText 491, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 491 Bounding Box: [(-79.16, -31.64, 0.00), (-78.66, -31.14, 0.00)], Text: 660, Position: (-79.16, -31.64), Info String: Dim Text 491
Element Type: DimText 492, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 492 Bounding Box: [(-72.78, -31.64, 0.00), (-72.28, -31.14, 0.00)], Text: 613, Position: (-72.78, -31.64), Info String: Dim Text 492
Element Type: DimText 493, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 493 Bounding Box: [(-66.45, -31.64, 0.00), (-65.95, -31.14, 0.00)], Text: 657, Position: (-66.45, -31.64), Info String: Dim Text 493
Element Type: DimText 494, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 494 Bounding Box: [(-60.15, -31.64, 0.00), (-59.65, -31.14, 0.00)], Text: 615.5, Position: (-60.15, -31.64), Info String: Dim Text 494
Element Type: DimText 495, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 495 Bounding Box: [(-53.79, -31.64, 0.00), (-53.29, -31.14, 0.00)], Text: 644, Position: (-53.79, -31.64), Info String: Dim Text 495
Element Type: DimText 496, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 496 Bounding Box: [(-47.69, -31.64, 0.00), (-47.19, -31.14, 0.00)], Text: 590.5, Position: (-47.69, -31.64), Info String: Dim Text 496
Element Type: DimText 497, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 497 Bounding Box: [(-44.75, -31.64, 0.00), (-44.25, -31.14, 0.00)], Text: 20, Position: (-44.75, -31.64), Info String: Dim Text 497
Element Type: DimText 498, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 498 Bounding Box: [(-41.59, -31.64, 0.00), (-41.09, -31.14, 0.00)], Text: 590.5, Position: (-41.59, -31.64), Info String: Dim Text 498
Element Type: DimText 499, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 499 Bounding Box: [(-35.34, -31.64, 0.00), (-34.84, -31.14, 0.00)], Text: 644, Position: (-35.34, -31.64), Info String: Dim Text 499
Element Type: DimText 500, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 500 Bounding Box: [(-29.10, -31.64, 0.00), (-28.60, -31.14, 0.00)], Text: 615.5, Position: (-29.10, -31.64), Info String: Dim Text 500
Element Type: DimText 501, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 501 Bounding Box: [(-22.78, -31.64, 0.00), (-22.28, -31.14, 0.00)], Text: 637, Position: (-22.78, -31.64), Info String: Dim Text 501
Element Type: DimText 502, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 502 Bounding Box: [(-16.43, -31.64, 0.00), (-15.93, -31.14, 0.00)], Text: 633, Position: (-16.43, -31.64), Info String: Dim Text 502
Element Type: DimText 503, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 503 Bounding Box: [(-9.99, -31.64, 0.00), (-9.49, -31.14, 0.00)], Text: 655, Position: (-9.99, -31.64), Info String: Dim Text 503
Element Type: DimText 504, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 504 Bounding Box: [(-3.04, -31.64, 0.00), (-2.54, -31.14, 0.00)], Text: 735, Position: (-3.04, -31.64), Info String: Dim Text 504
Element Type: DimText 505, GUID: 0BCF7D57-8D85-477A-A33C-DACBB65F2F36, DimText 505 Bounding Box: [(1.04, -31.64, 0.00), (1.54, -31.14, 0.00)], Text: 70, Position: (1.04, -31.64), Info String: Dim Text 505
Element Type: DimText 506, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 506 Bounding Box: [(-90.35, -31.04, 0.00), (-89.85, -30.54, 0.00)], Text: 0, Position: (-90.35, -31.04), Info String: Dim Text 506
Element Type: DimText 507, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 507 Bounding Box: [(-90.06, -31.04, 0.00), (-89.56, -30.54, 0.00)], Text: 70, Position: (-90.06, -31.04), Info String: Dim Text 507
Element Type: DimText 508, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 508 Bounding Box: [(-88.76, -31.04, 0.00), (-88.26, -30.54, 0.00)], Text: 200, Position: (-88.76, -31.04), Info String: Dim Text 508
Element Type: DimText 509, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 509 Bounding Box: [(-86.41, -31.04, 0.00), (-85.91, -30.54, 0.00)], Text: 270, Position: (-86.41, -31.04), Info String: Dim Text 509
Element Type: DimText 510, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 510 Bounding Box: [(-84.48, -31.04, 0.00), (-83.98, -30.54, 0.00)], Text: 110, Position: (-84.48, -31.04), Info String: Dim Text 510
Element Type: DimText 511, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 511 Bounding Box: [(-83.45, -31.04, 0.00), (-82.95, -30.54, 0.00)], Text: 100, Position: (-83.45, -31.04), Info String: Dim Text 511
Element Type: DimText 512, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 512 Bounding Box: [(-82.66, -31.04, 0.00), (-82.16, -30.54, 0.00)], Text: 50, Position: (-82.66, -31.04), Info String: Dim Text 512
Element Type: DimText 513, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 513 Bounding Box: [(-82.01, -31.04, 0.00), (-81.51, -30.54, 0.00)], Text: 25, Position: (-82.01, -31.04), Info String: Dim Text 513
Element Type: DimText 514, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 514 Bounding Box: [(-80.86, -31.04, 0.00), (-80.36, -30.54, 0.00)], Text: 270, Position: (-80.86, -31.04), Info String: Dim Text 514
Element Type: DimText 515, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 515 Bounding Box: [(-79.13, -31.04, 0.00), (-78.63, -30.54, 0.00)], Text: 65, Position: (-79.13, -31.04), Info String: Dim Text 515
Element Type: DimText 516, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 516 Bounding Box: [(-77.51, -31.04, 0.00), (-77.01, -30.54, 0.00)], Text: 270, Position: (-77.51, -31.04), Info String: Dim Text 516
Element Type: DimText 517, GUID: 3D9B24D5-D4E3-44BE-BC4E-A4DCD693079B, DimText 517 Bounding Box: [(-75.96, -31.04, 0.00), (-75.46, -30.54, 0.00)], Text: 30, Position: (-75.96, -31.04), Info String: Dim Text 517
