Element Type: DimNode 0, GUID: 1EC6ABC4-0C95-4E69-A11B-E1A33A6ED17B, Associated Element GUID: 00000000-0000-0000-0000-000000000000, Text: 0, Length: 0.00, DimNode 0 Bounding Box: [(-88.60, -1.73, 0.00), (-88.60, -1.72, 0.00)], Position: (-88.60, -1.72), Info String: Dim Node 0
Element Type: DimText 218, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 218 Bounding Box: [(-83.51, -24.01, 0.00), (-83.01, -23.51, 0.00)], Text: 250, Position: (-83.51, -24.01), Info String: Dim Text 218
Element Type: DimText 219, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 219 Bounding Box: [(-82.32, -24.01, 0.00), (-81.82, -23.51, 0.00)], Text: 10, Position: (-82.32, -24.01), Info String: Dim Text 219
Element Type: DimText 220, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 220 Bounding Box: [(-80.54, -24.01, 0.00), (-80.04, -23.51, 0.00)], Text: 325, Position: (-80.54, -24.01), Info String: Dim Text 220
Element Type: DimText 221, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 221 Bounding Box: [(-79.00, -24.01, 0.00), (-78.50, -23.51, 0.00)], Text: 20, Position: (-79.00, -24.01), Info String: Dim Text 221
Element Type: DimText 222, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 222 Bounding Box: [(-77.44, -24.01, 0.00), (-76.94, -23.51, 0.00)], Text: 255, Position: (-77.44, -24.01), Info String: Dim Text 222
Element Type: DimText 223, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 223 Bounding Box: [(-76.22, -24.01, 0.00), (-75.72, -23.51, 0.00)], Text: 10, Position: (-76.22, -24.01), Info String: Dim Text 223
Element Type: DimText 224, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 224 Bounding Box: [(-74.44, -24.01, 0.00), (-73.94, -23.51, 0.00)], Text: 325, Position: (-74.44, -24.01), Info String: Dim Text 224
Element Type: DimText 225, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 225 Bounding Box: [(-72.90, -24.01, 0.00), (-72.40, -23.51, 0.00)], Text: 20, Position: (-72.90, -24.01), Info String: Dim Text 225
Element Type: DimText 226, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 226 Bounding Box: [(-71.02, -24.01, 0.00), (-70.52, -23.51, 0.00)], Text: 315, Position: (-71.02, -24.01), Info String: Dim Text 226
Element Type: DimText 227, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 227 Bounding Box: [(-69.52, -24.01, 0.00), (-69.02, -23.51, 0.00)], Text: 10, Position: (-69.52, -24.01), Info String: Dim Text 227
Element Type: DimText 228, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 228 Bounding Box: [(-69.24, -23.80, 0.00), (-68.74, -23.30, 0.00)], Text: 10, Position: (-69.24, -23.80), Info String: Dim Text 228
Element Type: DimText 229, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 229 Bounding Box: [(-68.76, -24.01, 0.00), (-68.26, -23.51, 0.00)], Text: 90, Position: (-68.76, -24.01), Info String: Dim Text 229
Element Type: DimText 230, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 230 Bounding Box: [(-67.55, -24.01, 0.00), (-67.05, -23.51, 0.00)], Text: 160, Position: (-67.55, -24.01), Info String: Dim Text 230
Element Type: DimText 231, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 231 Bounding Box: [(-66.82, -24.01, 0.00), (-66.32, -23.51, 0.00)], Text: 10, Position: (-66.82, -24.01), Info String: Dim Text 231
Element Type: DimText 232, GUID: 4CC23BB9-AB17-4BF8-8224-EF7B1AF0A52C, DimText 232 Bounding Box: [(-64.31, -24.01, 0.00), (-63.81, -23.51, 0.00)], Text: 470, Position: (-64.31, -24.01), Info String: Dim Text 232
Element Type: DimText 233, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 233 Bounding Box: [(-88.65, -26.77, 0.00), (-88.15, -26.27, 0.00)], Text: 0, Position: (-88.65, -26.77), Info String: Dim Text 233
Element Type: DimText 234, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 234 Bounding Box: [(-86.82, -26.77, 0.00), (-86.32, -26.27, 0.00)], Text: 388, Position: (-86.82, -26.77), Info String: Dim Text 234
Element Type: DimText 235, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 235 Bounding Box: [(-84.94, -26.77, 0.00), (-84.44, -26.27, 0.00)], Text: 15, Position: (-84.94, -26.77), Info String: Dim Text 235
Element Type: DimText 236, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 236 Bounding Box: [(-83.52, -26.77, 0.00), (-83.02, -26.27, 0.00)], Text: 244, Position: (-83.52, -26.77), Info String: Dim Text 236
Element Type: DimText 237, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 237 Bounding Box: [(-82.35, -26.77, 0.00), (-81.85, -26.27, 0.00)], Text: 15, Position: (-82.35, -26.77), Info String: Dim Text 237
Element Type: DimText 238, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 238 Bounding Box: [(-80.53, -26.77, 0.00), (-80.03, -26.27, 0.00)], Text: 323, Position: (-80.53, -26.77), Info String: Dim Text 238
Element Type: DimText 239, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 239 Bounding Box: [(-79.00, -26.77, 0.00), (-78.50, -26.27, 0.00)], Text: 20, Position: (-79.00, -26.77), Info String: Dim Text 239
Element Type: DimText 240, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 240 Bounding Box: [(-77.30, -26.77, 0.00), (-76.80, -26.27, 0.00)], Text: 282, Position: (-77.30, -26.77), Info String: Dim Text 240
Element Type: DimText 241, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 241 Bounding Box: [(-75.95, -26.77, 0.00), (-75.45, -26.27, 0.00)], Text: 15, Position: (-75.95, -26.77), Info String: Dim Text 241
Element Type: DimText 242, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 242 Bounding Box: [(-74.28, -26.77, 0.00), (-73.78, -26.27, 0.00)], Text: 293, Position: (-74.28, -26.77), Info String: Dim Text 242
Element Type: DimText 243, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 243 Bounding Box: [(-72.90, -26.77, 0.00), (-72.40, -26.27, 0.00)], Text: 20, Position: (-72.90, -26.77), Info String: Dim Text 243
Element Type: DimText 244, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 244 Bounding Box: [(-71.20, -26.77, 0.00), (-70.70, -26.27, 0.00)], Text: 283, Position: (-71.20, -26.77), Info String: Dim Text 244
Element Type: DimText 245, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 245 Bounding Box: [(-69.84, -26.77, 0.00), (-69.34, -26.27, 0.00)], Text: 15, Position: (-69.84, -26.77), Info String: Dim Text 245
Element Type: DimText 246, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 246 Bounding Box: [(-68.20, -26.77, 0.00), (-67.70, -26.27, 0.00)], Text: 287, Position: (-68.20, -26.77), Info String: Dim Text 246
Element Type: DimText 247, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 247 Bounding Box: [(-66.82, -26.77, 0.00), (-66.32, -26.27, 0.00)], Text: 10, Position: (-66.82, -26.77), Info String: Dim Text 247
Element Type: DimText 248, GUID: 1924B28B-C49D-44BF-B1ED-6D36EAF97369, DimText 248 Bounding Box: [(-64.31, -26.77, 0.00), (-63.81, -26.27, 0.00)], Text: 470, Position: (-64.31, -26.77), Info String: Dim Text 248
Element Type: DimText 249, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 249 Bounding Box: [(-86.95, -27.05, 0.00), (-86.45, -26.55, 0.00)], Text: 0, Position: (-86.95, -27.05), Info String: Dim Text 249
Element Type: DimText 250, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 250 Bounding Box: [(-86.95, -24.23, 0.00), (-86.45, -23.73, 0.00)], Text: 586, Position: (-86.95, -24.23), Info String: Dim Text 250
Element Type: DimText 251, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 251 Bounding Box: [(-86.95, -21.36, 0.00), (-86.45, -20.86, 0.00)], Text: 10, Position: (-86.95, -21.36), Info String: Dim Text 251
Element Type: DimText 252, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 252 Bounding Box: [(-86.95, -20.04, 0.00), (-86.45, -19.54, 0.00)], Text: 234, Position: (-86.95, -20.04), Info String: Dim Text 252
Element Type: DimText 253, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 253 Bounding Box: [(-86.95, -18.95, 0.00), (-86.45, -18.45, 0.00)], Text: 20, Position: (-86.95, -18.95), Info String: Dim Text 253
Element Type: DimText 254, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 254 Bounding Box: [(-86.95, -13.11, 0.00), (-86.45, -12.61, 0.00)], Text: 1,120, Position: (-86.95, -13.11), Info String: Dim Text 254
Element Type: DimText 255, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 255 Bounding Box: [(-86.95, -7.55, 0.00), (-86.45, -7.05, 0.00)], Text: 20, Position: (-86.95, -7.55), Info String: Dim Text 255
Element Type: DimText 256, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 256 Bounding Box: [(-86.95, -6.11, 0.00), (-86.45, -5.61, 0.00)], Text: 230, Position: (-86.95, -6.11), Info String: Dim Text 256
Element Type: DimText 257, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 257 Bounding Box: [(-86.95, -5.02, 0.00), (-86.45, -4.52, 0.00)], Text: 10, Position: (-86.95, -5.02), Info String: Dim Text 257
Element Type: DimText 258, GUID: F9445E32-0908-4623-B117-6F59734EE63D, DimText 258 Bounding Box: [(-86.95, -1.91, 0.00), (-86.45, -1.41, 0.00)], Text: 590, Position: (-86.95, -1.91), Info String: Dim Text 258
Element Type: DimText 259, GUID: 8E06E339-7507-4077-B8D7-BE814A240D07, DimText 259 Bounding Box: [(-85.44, -7.35, 0.00), (-84.94, -6.85, 0.00)], Text: 0, Position: (-85.44, -7.35), Info String: Dim Text 259
Element Type: DimText 260, GUID: 8E06E339-7507-4077-B8D7-BE814A240D07, DimText 260 Bounding Box: [(-85.44, -7.55, 0.00), (-84.94, -7.05, 0.00)], Text: 20, Position: (-85.44, -7.55), Info String: Dim Text 260
Element Type: DimText 261, GUID: 8E06E339-7507-4077-B8D7-BE814A240D07, DimText 261 Bounding Box: [(-85.44, -6.91, 0.00), (-84.94, -6.41, 0.00)], Text: 60, Position: (-85.44, -6.91), Info String: Dim Text 261
Element Type: DimText 262, GUID: 8E06E339-7507-4077-B8D7-BE814A240D07, DimText 262 Bounding Box: [(-85.44, -6.00, 0.00), (-84.94, -5.50, 0.00)], Text: 130, Position: (-85.44, -6.00), Info String: Dim Text 262
Element Type: DimText 263, GUID: 8E06E339-7507-4077-B8D7-BE814A240D07, DimText 263 Bounding Box: [(-85.44, -4.91, 0.00), (-84.94, -4.41, 0.00)], Text: 80, Position: (-85.44, -4.91), Info String: Dim Text 263
Element Type: DimText 264, GUID: 8E06E339-7507-4077-B8D7-BE814A240D07, DimText 264 Bounding Box: [(-85.44, -4.06, 0.00), (-84.94, -3.56, 0.00)], Text: 90, Position: (-85.44, -4.06), Info String: Dim Text 264
Element Type: DimText 265, GUID: 8E06E339-7507-4077-B8D7-BE814A240D07, DimText 265 Bounding Box: [(-85.44, -1.81, 0.00), (-84.94, -1.31, 0.00)], Text: 370, Position: (-85.44, -1.81), Info String: Dim Text 265
Element Type: DimText 266, GUID: 8E06E339-7507-4077-B8D7-BE814A240D07, DimText 266 Bounding Box: [(-85.44, 0.49, 0.00), (-84.94, 0.99, 0.00)], Text: 80, Position: (-85.44, 0.49), Info String: Dim Text 266
Element Type: DimText 267, GUID: 8E06E339-7507-4077-B8D7-BE814A240D07, DimText 267 Bounding Box: [(-85.44, 1.24, 0.00), (-84.94, 1.74, 0.00)], Text: 20, Position: (-85.44, 1.24), Info String: Dim Text 267
Element Type: DimText 268, GUID: E8E7986E-010A-43FC-B0BD-57D982A21D0A, DimText 268 Bounding Box: [(-85.67, -27.05, 0.00), (-85.17, -26.55, 0.00)], Text: 0, Position: (-85.67, -27.05), Info String: Dim Text 268
Element Type: DimText 269, GUID: E8E7986E-010A-43FC-B0BD-57D982A21D0A, DimText 269 Bounding Box: [(-85.67, -24.57, 0.00), (-85.17, -24.07, 0.00)], Text: 515, Position: (-85.67, -24.57), Info String: Dim Text 269
Element Type: DimText 270, GUID: E8E7986E-010A-43FC-B0BD-57D982A21D0A, DimText 270 Bounding Box: [(-85.67, -21.43, 0.00), (-85.17, -20.93, 0.00)], Text: 110, Position: (-85.67, -21.43), Info String: Dim Text 270
Element Type: DimText 271, GUID: E8E7986E-010A-43FC-B0BD-57D982A21D0A, DimText 271 Bounding Box: [(-85.67, -19.89, 0.00), (-85.17, -19.39, 0.00)], Text: 205, Position: (-85.67, -19.89), Info String: Dim Text 271
Element Type: DimText 272, GUID: E8E7986E-010A-43FC-B0BD-57D982A21D0A, DimText 272 Bounding Box: [(-85.67, -18.95, 0.00), (-85.17, -18.45, 0.00)], Text: 20, Position: (-85.67, -18.95), Info String: Dim Text 272
Element Type: DimText 273, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 273 Bounding Box: [(-83.06, -27.05, 0.00), (-82.56, -26.55, 0.00)], Text: 0, Position: (-83.06, -27.05), Info String: Dim Text 273
Element Type: DimText 274, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 274 Bounding Box: [(-83.06, -26.55, 0.00), (-82.56, -26.05, 0.00)], Text: 120, Position: (-83.06, -26.55), Info String: Dim Text 274
Element Type: DimText 275, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 275 Bounding Box: [(-83.06, -26.05, 0.00), (-82.56, -25.55, 0.00)], Text: 20, Position: (-83.06, -26.05), Info String: Dim Text 275
Element Type: DimText 276, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 276 Bounding Box: [(-83.06, -23.94, 0.00), (-82.56, -23.44, 0.00)], Text: 365, Position: (-83.06, -23.94), Info String: Dim Text 276
Element Type: DimText 277, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 277 Bounding Box: [(-83.06, -22.17, 0.00), (-82.56, -21.67, 0.00)], Text: 10, Position: (-83.06, -22.17), Info String: Dim Text 277
Element Type: DimText 278, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 278 Bounding Box: [(-83.06, -21.43, 0.00), (-82.56, -20.93, 0.00)], Text: 110, Position: (-83.06, -21.43), Info String: Dim Text 278
Element Type: DimText 279, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 279 Bounding Box: [(-83.06, -19.79, 0.00), (-82.56, -19.29, 0.00)], Text: 225, Position: (-83.06, -19.79), Info String: Dim Text 279
Element Type: DimText 280, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 280 Bounding Box: [(-83.06, -18.75, 0.00), (-82.56, -18.25, 0.00)], Text: 20, Position: (-83.06, -18.75), Info String: Dim Text 280
Element Type: DimText 281, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 281 Bounding Box: [(-83.06, -17.95, 0.00), (-82.56, -17.45, 0.00)], Text: 100, Position: (-83.06, -17.95), Info String: Dim Text 281
Element Type: DimText 282, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 282 Bounding Box: [(-83.06, -12.17, 0.00), (-82.56, -11.67, 0.00)], Text: 1,070, Position: (-83.06, -12.17), Info String: Dim Text 282
Element Type: DimText 283, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 283 Bounding Box: [(-83.06, -6.82, 0.00), (-82.56, -6.32, 0.00)], Text: 10, Position: (-83.06, -6.82), Info String: Dim Text 283
Element Type: DimText 284, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 284 Bounding Box: [(-83.06, -6.00, 0.00), (-82.56, -5.50, 0.00)], Text: 130, Position: (-83.06, -6.00), Info String: Dim Text 284
Element Type: DimText 285, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 285 Bounding Box: [(-83.06, -5.42, 0.00), (-82.56, -4.92, 0.00)], Text: 10, Position: (-83.06, -5.42), Info String: Dim Text 285
Element Type: DimText 286, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 286 Bounding Box: [(-83.06, -2.82, 0.00), (-82.56, -2.32, 0.00)], Text: 490, Position: (-83.06, -2.82), Info String: Dim Text 286
Element Type: DimText 287, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 287 Bounding Box: [(-83.06, -0.45, 0.00), (-82.56, 0.05, 0.00)], Text: 20, Position: (-83.06, -0.45), Info String: Dim Text 287
Element Type: DimText 288, GUID: 9B1003FE-F070-44CF-905F-2215DA553643, DimText 288 Bounding Box: [(-83.06, 0.45, 0.00), (-82.56, 0.95, 0.00)], Text: 120, Position: (-83.06, 0.45), Info String: Dim Text 288
Element Type: DimText 289, GUID: A0B18387-C0AC-4046-BE50-32BE63924019, DimText 289 Bounding Box: [(-81.22, -22.00, 0.00), (-80.72, -21.50, 0.00)], Text: 0, Position: (-81.22, -22.00), Info String: Dim Text 289
Element Type: DimText 290, GUID: A0B18387-C0AC-4046-BE50-32BE63924019, DimText 290 Bounding Box: [(-81.22, -22.17, 0.00), (-80.72, -21.67, 0.00)], Text: 10, Position: (-81.22, -22.17), Info String: Dim Text 290
Element Type: DimText 291, GUID: A0B18387-C0AC-4046-BE50-32BE63924019, DimText 291 Bounding Box: [(-81.22, -21.43, 0.00), (-80.72, -20.93, 0.00)], Text: 110, Position: (-81.22, -21.43), Info String: Dim Text 291
Element Type: DimText 292, GUID: A0B18387-C0AC-4046-BE50-32BE63924019, DimText 292 Bounding Box: [(-81.22, -20.97, 0.00), (-80.72, -20.47, 0.00)], Text: 10, Position: (-81.22, -20.97), Info String: Dim Text 292
Element Type: DimText 293, GUID: A0B18387-C0AC-4046-BE50-32BE63924019, DimText 293 Bounding Box: [(-81.22, -20.17, 0.00), (-80.72, -19.67, 0.00)], Text: 125, Position: (-81.22, -20.17), Info String: Dim Text 293
Element Type: DimText 294, GUID: A0B18387-C0AC-4046-BE50-32BE63924019, DimText 294 Bounding Box: [(-81.22, -19.16, 0.00), (-80.72, -18.66, 0.00)], Text: 70, Position: (-81.22, -19.16), Info String: Dim Text 294
Element Type: DimText 295, GUID: A0B18387-C0AC-4046-BE50-32BE63924019, DimText 295 Bounding Box: [(-81.22, -18.46, 0.00), (-80.72, -17.96, 0.00)], Text: 20, Position: (-81.22, -18.46), Info String: Dim Text 295
Element Type: DimText 296, GUID: 9CEBF08E-73BE-45A4-BA65-1605A14F2E6C, DimText 296 Bounding Box: [(-81.22, -7.35, 0.00), (-80.72, -6.85, 0.00)], Text: 0, Position: (-81.22, -7.35), Info String: Dim Text 296
Element Type: DimText 297, GUID: 9CEBF08E-73BE-45A4-BA65-1605A14F2E6C, DimText 297 Bounding Box: [(-81.22, -7.55, 0.00), (-80.72, -7.05, 0.00)], Text: 20, Position: (-81.22, -7.55), Info String: Dim Text 297
Element Type: DimText 298, GUID: 9CEBF08E-73BE-45A4-BA65-1605A14F2E6C, DimText 298 Bounding Box: [(-81.22, -6.30, 0.00), (-80.72, -5.80, 0.00)], Text: 190, Position: (-81.22, -6.30), Info String: Dim Text 298
Element Type: DimText 299, GUID: 9CEBF08E-73BE-45A4-BA65-1605A14F2E6C, DimText 299 Bounding Box: [(-81.22, -5.45, 0.00), (-80.72, -4.95, 0.00)], Text: 20, Position: (-81.22, -5.45), Info String: Dim Text 299
Element Type: DimText 300, GUID: 9CEBF08E-73BE-45A4-BA65-1605A14F2E6C, DimText 300 Bounding Box: [(-81.22, -4.04, 0.00), (-80.72, -3.54, 0.00)], Text: 225, Position: (-81.22, -4.04), Info String: Dim Text 300
Element Type: DimText 301, GUID: 9CEBF08E-73BE-45A4-BA65-1605A14F2E6C, DimText 301 Bounding Box: [(-81.22, -2.97, 0.00), (-80.72, -2.47, 0.00)], Text: 10, Position: (-81.22, -2.97), Info String: Dim Text 301
Element Type: DimText 302, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 302 Bounding Box: [(-79.71, -22.00, 0.00), (-79.21, -21.50, 0.00)], Text: 0, Position: (-79.71, -22.00), Info String: Dim Text 302
Element Type: DimText 303, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 303 Bounding Box: [(-79.71, -22.17, 0.00), (-79.21, -21.67, 0.00)], Text: 10, Position: (-79.71, -22.17), Info String: Dim Text 303
Element Type: DimText 304, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 304 Bounding Box: [(-79.71, -20.79, 0.00), (-79.21, -20.29, 0.00)], Text: 245, Position: (-79.71, -20.79), Info String: Dim Text 304
Element Type: DimText 305, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 305 Bounding Box: [(-79.71, -19.62, 0.00), (-79.21, -19.12, 0.00)], Text: 10, Position: (-79.71, -19.62), Info String: Dim Text 305
Element Type: DimText 306, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 306 Bounding Box: [(-79.71, -18.40, 0.00), (-79.21, -17.90, 0.00)], Text: 210, Position: (-79.71, -18.40), Info String: Dim Text 306
Element Type: DimText 307, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 307 Bounding Box: [(-79.71, -16.42, 0.00), (-79.21, -15.92, 0.00)], Text: 185, Position: (-79.71, -16.42), Info String: Dim Text 307
Element Type: DimText 308, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 308 Bounding Box: [(-79.71, -15.00, 0.00), (-79.21, -14.50, 0.00)], Text: 100, Position: (-79.71, -15.00), Info String: Dim Text 308
Element Type: DimText 309, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 309 Bounding Box: [(-79.71, -14.01, 0.00), (-79.21, -13.51, 0.00)], Text: 90, Position: (-79.71, -14.01), Info String: Dim Text 309
Element Type: DimText 310, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 310 Bounding Box: [(-79.71, -13.03, 0.00), (-79.21, -12.53, 0.00)], Text: 110, Position: (-79.71, -13.03), Info String: Dim Text 310
Element Type: DimText 311, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 311 Bounding Box: [(-79.71, -11.90, 0.00), (-79.21, -11.40, 0.00)], Text: 120, Position: (-79.71, -11.90), Info String: Dim Text 311
Element Type: DimText 312, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 312 Bounding Box: [(-79.71, -10.73, 0.00), (-79.21, -10.23, 0.00)], Text: 110, Position: (-79.71, -10.73), Info String: Dim Text 312
Element Type: DimText 313, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 313 Bounding Box: [(-79.71, -9.47, 0.00), (-79.21, -8.97, 0.00)], Text: 145, Position: (-79.71, -9.47), Info String: Dim Text 313
Element Type: DimText 314, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 314 Bounding Box: [(-79.71, -8.10, 0.00), (-79.21, -7.60, 0.00)], Text: 130, Position: (-79.71, -8.10), Info String: Dim Text 314
Element Type: DimText 315, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 315 Bounding Box: [(-79.71, -7.55, 0.00), (-79.21, -7.05, 0.00)], Text: 20, Position: (-79.71, -7.55), Info String: Dim Text 315
Element Type: DimText 316, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 316 Bounding Box: [(-79.71, -6.60, 0.00), (-79.21, -6.10, 0.00)], Text: 130, Position: (-79.71, -6.60), Info String: Dim Text 316
Element Type: DimText 317, GUID: 20DC7D9E-7FFE-43E5-AA6D-628832E2DEE1, DimText 317 Bounding Box: [(-79.71, -5.51, 0.00), (-79.21, -5.01, 0.00)], Text: 80, Position: (-79.71, -5.51), Info String: Dim Text 317
